description_id,classification_text,description,product_category,confidence,classification_method,llm_product_category,llm_confidence,rule_category,qa_rule_category
3725,SET OF 6 SPICE TINS PANTRY DESIGN,SET OF 6 SPICE TINS PANTRY DESIGN,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3726,SET OF 6 STRAWBERRY CHOPSTICKS,SET OF 6 STRAWBERRY CHOPSTICKS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3727,SET OF 6 T-LIGHTS CACTI,SET OF 6 T-LIGHTS CACTI,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3728,SET OF 6 T-LIGHTS EASTER CHICKS,SET OF 6 T-LIGHTS EASTER CHICKS,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
3729,SET OF 6 T-LIGHTS SANTA,SET OF 6 T-LIGHTS SANTA,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
3730,SET OF 6 T-LIGHTS SNOWMEN,SET OF 6 T-LIGHTS SNOWMEN,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
3731,SET OF 6 T-LIGHTS TOADSTOOLS,SET OF 6 T-LIGHTS TOADSTOOLS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3732,SET OF 6 T-LIGHTS WEDDING CAKE,SET OF 6 T-LIGHTS WEDDING CAKE,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
3733,SET OF 6 TEA TIME BAKING CASES,SET OF 6 TEA TIME BAKING CASES,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3734,SET OF 6 VINTAGE NOTELETS KIT,SET OF 6 VINTAGE NOTELETS KIT,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3735,SET OF 60 I LOVE LONDON CAKE CASES,SET OF 60 I LOVE LONDON CAKE CASES,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3736,SET OF 60 PANTRY DESIGN CAKE CASES,SET OF 60 PANTRY DESIGN CAKE CASES,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3737,SET OF 60 VINTAGE LEAF CAKE CASES,SET OF 60 VINTAGE LEAF CAKE CASES,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3738,SET OF 72 BLACK PAPER DOILIES,SET OF 72 BLACK PAPER DOILIES,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3739,SET OF 72 GREEN PAPER DOILIES,SET OF 72 GREEN PAPER DOILIES,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3740,SET OF 72 IVORY PAPER DOILIES,SET OF 72 IVORY PAPER DOILIES,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3741,SET OF 72 PINK HEART PAPER DOILIES,SET OF 72 PINK HEART PAPER DOILIES,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3742,SET OF 72 RETROSPOT PAPER DOILIES,SET OF 72 RETROSPOT PAPER DOILIES,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3743,SET OF 72 SKULL PAPER DOILIES,SET OF 72 SKULL PAPER DOILIES,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3744,SET OF 9 BLACK SKULL BALLOONS,SET OF 9 BLACK SKULL BALLOONS,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
3745,SET OF 9 HEART SHAPED BALLOONS,SET OF 9 HEART SHAPED BALLOONS,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
3746,SET OF MEADOW FLOWER STICKERS,SET OF MEADOW FLOWER STICKERS,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3747,SET OF PICTURE FRAME STICKERS,SET OF PICTURE FRAME STICKERS,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3748,SET OF RED SALAD SERVERS,SET OF RED SALAD SERVERS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3749,SET OF SALT AND PEPPER TOADSTOOLS,SET OF SALT AND PEPPER TOADSTOOLS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3750,SET OF SIX SILVER+RED FLOCK BAUBLES,SET OF SIX SILVER+RED FLOCK BAUBLES,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
3751,SET OF SKULL WALL STICKERS,SET OF SKULL WALL STICKERS,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3752,SET OF TEA COFFEE SUGAR TINS PANTRY,SET OF TEA COFFEE SUGAR TINS PANTRY,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3753,SET OF THREE 50'S GIFT WRAPS,SET OF THREE 50'S GIFT WRAPS,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3754,SET OF THREE VINTAGE GIFT WRAPS,SET OF THREE VINTAGE GIFT WRAPS,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3755,SET/10 BLUE SPOTTY PARTY CANDLES,SET/10 BLUE SPOTTY PARTY CANDLES,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3756,SET/10 IVORY POLKADOT PARTY CANDLES,SET/10 IVORY POLKADOT PARTY CANDLES,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3757,SET/10 PINK POLKADOT PARTY CANDLES,SET/10 PINK POLKADOT PARTY CANDLES,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3758,SET/10 RED POLKADOT PARTY CANDLES,SET/10 RED POLKADOT PARTY CANDLES,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3759,SET/12 FUNKY FELT FLOWER PEG IN BAG,SET/12 FUNKY FELT FLOWER PEG IN BAG,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3760,SET/12 TAPER CANDLES,SET/12 TAPER CANDLES,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3761,SET/16 WHITE SHINY & MATT BAUBLES,SET/16 WHITE SHINY & MATT BAUBLES,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
3762,SET/2 BLUE NOODLE BASKETS,SET/2 BLUE NOODLE BASKETS,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
3763,SET/2 RED RETROSPOT TEA TOWELS,SET/2 RED RETROSPOT TEA TOWELS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3764,SET/2 SPOTTY + ROSE TEA TOWELS,SET/2 SPOTTY + ROSE TEA TOWELS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3765,SET/2 TEA TOWELS MODERN VINTAGE,SET/2 TEA TOWELS MODERN VINTAGE,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3766,SET/20 COLLAGE PAPER NAPKIN,SET/20 COLLAGE PAPER NAPKIN,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3767,SET/20 FRUIT SALAD PAPER NAPKINS,SET/20 FRUIT SALAD PAPER NAPKINS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3768,SET/20 POSIES PAPER NAPKINS,SET/20 POSIES PAPER NAPKINS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3769,SET/20 RED RETROSPOT PAPER NAPKINS,SET/20 RED RETROSPOT PAPER NAPKINS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3770,SET/20 STRAWBERRY PAPER NAPKINS,SET/20 STRAWBERRY PAPER NAPKINS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3771,SET/20 WOODLAND PAPER NAPKINS,SET/20 WOODLAND PAPER NAPKINS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3772,SET/3 CHRISTMAS DECOUPAGE CANDLES,SET/3 CHRISTMAS DECOUPAGE CANDLES,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
3773,SET/3 COLOUR PAINTED KASHMIRI STOOL,SET/3 COLOUR PAINTED KASHMIRI STOOL,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3774,SET/3 DECOUPAGE STACKING TINS,SET/3 DECOUPAGE STACKING TINS,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3775,SET/3 FLORAL GARDEN TOOLS IN BAG,SET/3 FLORAL GARDEN TOOLS IN BAG,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,
3776,SET/3 OCEAN SCENT CANDLE JEWEL BOX,SET/3 OCEAN SCENT CANDLE JEWEL BOX,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3777,SET/3 POLKA DOT STACKING TINS,SET/3 POLKA DOT STACKING TINS,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3778,SET/3 POT PLANT CANDLES,SET/3 POT PLANT CANDLES,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3779,SET/3 RABBITS FLOWER SKIPPPING ROPE,SET/3 RABBITS FLOWER SKIPPPING ROPE,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
3780,SET/3 RED GINGHAM ROSE STORAGE BOX,SET/3 RED GINGHAM ROSE STORAGE BOX,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
3781,SET/3 ROSE CANDLE IN JEWELLED BOX,SET/3 ROSE CANDLE IN JEWELLED BOX,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3782,SET/3 RUSSIAN DOLL STACKING TINS,SET/3 RUSSIAN DOLL STACKING TINS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3783,SET/3 TALL GLASS CANDLE HOLDER PINK,SET/3 TALL GLASS CANDLE HOLDER PINK,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3784,SET/3 VANILLA SCENTED CANDLE IN BOX,SET/3 VANILLA SCENTED CANDLE IN BOX,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3785,SET/4 2 TONE EGG SHAPE MIXING BOWLS,SET/4 2 TONE EGG SHAPE MIXING BOWLS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3786,SET/4 BADGES BALLOON GIRL,SET/4 BADGES BALLOON GIRL,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
3787,SET/4 BADGES BEETLES,SET/4 BADGES BEETLES,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
3788,SET/4 BADGES CUTE CREATURES,SET/4 BADGES CUTE CREATURES,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
3789,SET/4 BADGES DOGS,SET/4 BADGES DOGS,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
3790,SET/4 BADGES WOODLAND ANIMAL,SET/4 BADGES WOODLAND ANIMAL,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
3791,SET/4 BIRD MIRROR MAGNETS,SET/4 BIRD MIRROR MAGNETS,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3792,SET/4 BLACK BAROQUE FLOCK COASTER,SET/4 BLACK BAROQUE FLOCK COASTER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3793,SET/4 BLUE FLOWER CANDLES IN BOWL,SET/4 BLUE FLOWER CANDLES IN BOWL,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3794,SET/4 BUTTERFLY MIRROR MAGNETS,SET/4 BUTTERFLY MIRROR MAGNETS,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3795,SET/4 COLOURFUL MIXING BOWLS,SET/4 COLOURFUL MIXING BOWLS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3796,SET/4 DAISY MIRROR MAGNETS,SET/4 DAISY MIRROR MAGNETS,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3797,SET/4 GARDEN ROSE DINNER CANDLE,SET/4 GARDEN ROSE DINNER CANDLE,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3798,SET/4 MODERN VINTAGE COTTON NAPKINS,SET/4 MODERN VINTAGE COTTON NAPKINS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3799,SET/4 PINK ORCHID CANDLES IN BOWL,SET/4 PINK ORCHID CANDLES IN BOWL,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3800,SET/4 RED MINI ROSE CANDLE IN BOWL,SET/4 RED MINI ROSE CANDLE IN BOWL,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3801,SET/4 SCENTED CANDLES IN RAMEKINS,SET/4 SCENTED CANDLES IN RAMEKINS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3802,SET/4 SKULL BADGES,SET/4 SKULL BADGES,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3803,SET/4 SPRING FLOWER DECORATION,SET/4 SPRING FLOWER DECORATION,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
3804,SET/4 WHITE RETRO STORAGE CUBES,SET/4 WHITE RETRO STORAGE CUBES,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
3805,SET/5 BLUE SPOTTY LID GLASS BOWLS,SET/5 BLUE SPOTTY LID GLASS BOWLS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3806,SET/5 RED RETROSPOT LID GLASS BOWLS,SET/5 RED RETROSPOT LID GLASS BOWLS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3807,SET/6 ANGEL T-LIGHTS WHITE/GOLD,SET/6 ANGEL T-LIGHTS WHITE/GOLD,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3808,SET/6 BEAD COASTERS GAUZE BAG GOLD,SET/6 BEAD COASTERS GAUZE BAG GOLD,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3809,SET/6 BLACK BIRD T-LIGHT CANDLES,SET/6 BLACK BIRD T-LIGHT CANDLES,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3810,SET/6 BLACK GLITTER REINDEER CANDLE,SET/6 BLACK GLITTER REINDEER CANDLE,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3811,SET/6 BLACK ROSE T-LIGHT CANDLES,SET/6 BLACK ROSE T-LIGHT CANDLES,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3812,SET/6 BLACK SNOWFLAKE T-LIGHTS,SET/6 BLACK SNOWFLAKE T-LIGHTS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3813,SET/6 CHRISTMAS ICICLE T-LIGHTS,SET/6 CHRISTMAS ICICLE T-LIGHTS,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
3814,SET/6 COLLAGE PAPER CUPS,SET/6 COLLAGE PAPER CUPS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3815,SET/6 COLLAGE PAPER PLATES,SET/6 COLLAGE PAPER PLATES,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3816,SET/6 EAU DE NIL BIRD T-LIGHTS,SET/6 EAU DE NIL BIRD T-LIGHTS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3817,SET/6 FROG PRINCE T-LIGHT CANDLES,SET/6 FROG PRINCE T-LIGHT CANDLES,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3818,SET/6 FRUIT SALAD PAPER CUPS,SET/6 FRUIT SALAD PAPER CUPS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3819,SET/6 FRUIT SALAD PAPER PLATES,SET/6 FRUIT SALAD PAPER PLATES,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3820,SET/6 GARDEN GNOME T-LIGHT CANDLES,SET/6 GARDEN GNOME T-LIGHT CANDLES,Lighting & Candles,High,Keyword rule override,Garden & Outdoor,High,Lighting & Candles,
3821,SET/6 GINGERBREAD STAR T-LIGHTS,SET/6 GINGERBREAD STAR T-LIGHTS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3822,SET/6 GINGERBREAD TREE T-LIGHTS,SET/6 GINGERBREAD TREE T-LIGHTS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3823,SET/6 GOLD REINDEER T-LIGHT CANDLES,SET/6 GOLD REINDEER T-LIGHT CANDLES,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3824,SET/6 GREEN SPRING PAPER CUPS,SET/6 GREEN SPRING PAPER CUPS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3825,SET/6 GREEN SPRING PAPER PLATE,SET/6 GREEN SPRING PAPER PLATE,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3826,SET/6 IVORY BIRD T-LIGHT CANDLES,SET/6 IVORY BIRD T-LIGHT CANDLES,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3827,SET/6 PINK BIRD T-LIGHT CANDLES,SET/6 PINK BIRD T-LIGHT CANDLES,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3828,SET/6 PINK BUTTERFLY T-LIGHTS,SET/6 PINK BUTTERFLY T-LIGHTS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3829,SET/6 POSIES PAPER CUPS,SET/6 POSIES PAPER CUPS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3830,SET/6 POSIES PAPER PLATES,SET/6 POSIES PAPER PLATES,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3831,SET/6 PURPLE BUTTERFLY T-LIGHTS,SET/6 PURPLE BUTTERFLY T-LIGHTS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3832,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER CUPS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3833,SET/6 RED SPOTTY PAPER PLATES,SET/6 RED SPOTTY PAPER PLATES,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3834,SET/6 SILVER REINDEER T-LIGHTS,SET/6 SILVER REINDEER T-LIGHTS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3835,SET/6 STRAWBERRY PAPER CUPS,SET/6 STRAWBERRY PAPER CUPS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3836,SET/6 STRAWBERRY PAPER PLATES,SET/6 STRAWBERRY PAPER PLATES,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3837,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3838,SET/6 WOODLAND PAPER CUPS,SET/6 WOODLAND PAPER CUPS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3839,SET/6 WOODLAND PAPER PLATES,SET/6 WOODLAND PAPER PLATES,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3840,SET/9 CHRISTMAS T-LIGHTS SCENTED,SET/9 CHRISTMAS T-LIGHTS SCENTED,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
3841,SET3 BOOK BOX GREEN GINGHAM FLOWER,SET3 BOOK BOX GREEN GINGHAM FLOWER,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3842,SEWING BOX RETROSPOT DESIGN,SEWING BOX RETROSPOT DESIGN,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3843,SEWING SUSAN 21 NEEDLE SET,SEWING SUSAN 21 NEEDLE SET,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3844,SHAKER THROW QUILTED,SHAKER THROW QUILTED,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3845,SHELF WITH 4 HOOKS HOME SWEET HOME,SHELF WITH 4 HOOKS HOME SWEET HOME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3846,SHOE SHINE BOX,SHOE SHINE BOX,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
3847,SHOPPING BAG DOORSTOP,SHOPPING BAG DOORSTOP,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",
3848,"SILICON CUBE 25W, BLUE","SILICON CUBE 25W, BLUE",Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
3849,SILICON STAR BULB BLUE,SILICON STAR BULB BLUE,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3850,SILK PURSE BABUSHKA BLUE,SILK PURSE BABUSHKA BLUE,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3851,SILK PURSE BABUSHKA PINK,SILK PURSE BABUSHKA PINK,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3852,SILK PURSE BABUSHKA RED,SILK PURSE BABUSHKA RED,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3853,SILVER 2 STRAND NECKLACE-LEAF CHARM,SILVER 2 STRAND NECKLACE-LEAF CHARM,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3854,SILVER APERITIF GLASS,SILVER APERITIF GLASS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3855,SILVER BELLS TABLE DECORATION,SILVER BELLS TABLE DECORATION,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3856,SILVER BLACK ORBIT BRACELET,SILVER BLACK ORBIT BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3857,SILVER BLACK ORBIT DROP EARRINGS,SILVER BLACK ORBIT DROP EARRINGS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3858,SILVER BLUE EGG T-LIGHT HOLDER,SILVER BLUE EGG T-LIGHT HOLDER,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3859,SILVER BOOK MARK WITH BEADS,SILVER BOOK MARK WITH BEADS,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3860,SILVER BRACELET W PASTEL FLOWER,SILVER BRACELET W PASTEL FLOWER,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3861,SILVER CANDLEPOT JARDIN,SILVER CANDLEPOT JARDIN,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3862,SILVER CHARM NECKLACE 70CM,SILVER CHARM NECKLACE 70CM,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3863,SILVER CHERRY LIGHTS,SILVER CHERRY LIGHTS,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3864,SILVER CHRISTMAS TREE BAUBLE STAND,SILVER CHRISTMAS TREE BAUBLE STAND,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
3865,SILVER DIAMANTE PEN IN GIFT BOX,SILVER DIAMANTE PEN IN GIFT BOX,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
3866,SILVER DISCO HANDBAG,SILVER DISCO HANDBAG,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",
3867,SILVER DROP EARRINGS WITH FLOWER,SILVER DROP EARRINGS WITH FLOWER,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3868,SILVER FABRIC MIRROR,SILVER FABRIC MIRROR,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3869,SILVER FINCH DECORATION,SILVER FINCH DECORATION,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3870,SILVER FISHING GNOME,SILVER FISHING GNOME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3871,SILVER FLOWR PINK SHELL NECKLACE,SILVER FLOWR PINK SHELL NECKLACE,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3872,SILVER GLASS T-LIGHT SET,SILVER GLASS T-LIGHT SET,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3873,SILVER GLITTER FLOWER VOTIVE HOLDER,SILVER GLITTER FLOWER VOTIVE HOLDER,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
3874,SILVER HANGING T-LIGHT HOLDER,SILVER HANGING T-LIGHT HOLDER,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3875,SILVER HANGING T-LIGHT HOLDER DOME,SILVER HANGING T-LIGHT HOLDER DOME,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3876,SILVER HEART COMPACT MIRROR,SILVER HEART COMPACT MIRROR,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3877,SILVER HEARTS TABLE DECORATION,SILVER HEARTS TABLE DECORATION,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
3878,SILVER HOOP EARRINGS WITH FLOWER,SILVER HOOP EARRINGS WITH FLOWER,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3879,SILVER JEWELLED MIRROR TRINKET TRAY,SILVER JEWELLED MIRROR TRINKET TRAY,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3880,SILVER LARIAT 40CM,SILVER LARIAT 40CM,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
3881,SILVER LARIAT BLACK STONE EARRINGS,SILVER LARIAT BLACK STONE EARRINGS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3882,SILVER LATTICE VANILLA CANDLE POT,SILVER LATTICE VANILLA CANDLE POT,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
3883,SILVER LOOKING MIRROR,SILVER LOOKING MIRROR,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3884,SILVER M.O.P ORBIT BRACELET,SILVER M.O.P ORBIT BRACELET,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3885,SILVER M.O.P ORBIT DROP EARRINGS,SILVER M.O.P ORBIT DROP EARRINGS,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
3886,SILVER MINI TAPE MEASURE,SILVER MINI TAPE MEASURE,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
3887,SILVER MONTE CARLO HANDBAG,SILVER MONTE CARLO HANDBAG,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",
3888,SILVER MUG BONE CHINA TREE OF LIFE,SILVER MUG BONE CHINA TREE OF LIFE,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,
3889,SILVER OVAL JEWELLED MIRROR,SILVER OVAL JEWELLED MIRROR,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
3890,SILVER OVAL SHAPE TRINKET BOX,SILVER OVAL SHAPE TRINKET BOX,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
3891,SILVER PHOTO FRAME,SILVER PHOTO FRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
